total,west,central,east,south,totalcarc,westcarc,centralcarc,eastcarc,southcarc
0.757809309,0.773736585,0.883177941,0.595712633,0.495585709,1436,33,285,808,310
0.242190691,0.226263415,0.116822059,0.404287367,0.504414291,1000,26,250,540,184
