total,west,central,east,south,totalcarc,westcarc,centralcarc,eastcarc,southcarc
0.578945472,0.839037474,0.737951161,0.448851066,0.369686416,939,22,220,495,202
0.421054528,0.160962526,0.262048839,0.551148934,0.630313584,498,19,189,246,44
