total,west,central,east,south,totalcarc,westcarc,centralcarc,eastcarc,southcarc
0.378415191,0.071673819,0.495752588,0.19760401,0.35807829,609,4,126,239,240
0.621584809,0.928326181,0.504247412,0.80239599,0.64192171,178,0,80,53,45
