total,west,central,east,south,totalcarc,westcarc,centralcarc,eastcarc,southcarc
0.679817195,0.836339359,0.806087953,0.562871384,0.405697027,2006,65,195,1093,653
0.320182805,0.163660641,0.193912047,0.437128616,0.594302973,1144,57,169,686,232
