yr03,yr04,yr05,yr06,yr07,yr08,yr09,yr10,yr11,yr12,yr13,yr14,yr15,yr16
0.387396283,0.479285828,0.310886889,0.378415191,0.486284723,0.578945472,0.426857438,0.647368475,0.757809309,0.679817195,0.64097184,0.638696913,0.60310845,0.561311159
0.612603717,0.520714172,0.689113111,0.621584809,0.513715277,0.421054528,0.573142562,0.352631525,0.242190691,0.320182805,0.35902816,0.361303087,0.39689155,0.438688841
